"FROM","TO","n"
"061002","061003",187
"061002","061005",255
"061002","061006",12
"061002","066301",114
"061002","146501",11
"061003","026401",29
"061003","060911",15
"061003","060914",54
"061003","061001",27
"061003","061002",79
"061003","061003",241
"061003","061004",66
"061003","061005",2127
"061003","061006",19
"061003","061701",35
"061003","061702",34
"061003","066301",931
"061003","146501",102
"061004","061003",232
"061004","061005",200
"061004","061701",112
"061004","061702",50
"061004","061705",27
"061004","066301",312
"061004","146501",32
"061005","026401",15
"061005","061002",19
"061005","061003",154
"061005","061004",12
"061005","066301",103
"061005","146501",15
"061006","060801",24
"061006","060911",35
"061006","060914",24
"061006","061002",11
"061006","061003",54
"061006","061005",62
"061006","066301",381
"061006","146501",23
"061101","060101",10
"061101","061102",10
"061101","061103",25
"061101","061104",13
"061101","061105",338
"061101","061107",26
"061101","061109",135
"061101","061110",24
"061101","061501",23
"061101","061507",13
"061101","066101",11
"061101","066301",149
"061101","142608",15
"061101","142611",48
"061101","146401",178
"061101","146501",256
"061102","061101",14
"061102","061108",45
"061102","066301",18
"061102","141701",10
"061102","146401",25
"061102","146501",42
"061103","060406",11
"061103","061101",74
"061103","061104",19
"061103","061106",11
"061103","066301",29
"061103","146501",49
"061104","061101",96
"061104","061103",12
"061104","061105",18
"061104","061107",16
"061104","061304",154
"061104","066301",88
"061104","140301",13
"061104","140314",14
"061104","141708",36
"061104","143404",20
"061104","146401",11
"061104","146501",102
"061105","061101",1006
"061105","061107",16
"061105","061109",121
"061105","061501",11
"061105","061507",10
"061105","066301",274
"061105","141201",10
"061105","142608",18
"061105","142611",60
"061105","146401",142
"061105","146501",160
"061106","060406",29
"061106","061101",47
"061106","061103",13
"061106","061105",10
"061106","066301",52
"061106","146501",25
"061107","061101",224
"061107","061104",25
"061107","061105",61
"061107","061108",14
"061107","066301",48
"061107","141509",27
"061107","146401",14
"061107","146501",85
"061108","026401",16
"061108","061101",63
"061108","061102",93
"061108","061103",16
"061108","066301",164
"061108","140301",22
"061108","141509",10
"061108","141701",25
"061108","143404",18
"061108","146401",37
"061108","146501",168
"061109","060101",17
"061109","060110",39
"061109","061101",196
"061109","061105",43
"061109","066301",92
"061109","142613",14
"061109","146401",83
"061109","146501",52
"061110","060406",14
"061110","061101",175
"061110","061103",28
"061110","061104",20
"061110","061105",34
"061110","066301",36
"061110","146401",16
"061110","146501",59
"061111","061101",25
"061111","061105",10
"061111","061304",22
"061111","066301",31
"061111","140301",40
"061111","140314",24
"061111","146501",65
"061201","060701",33
"061201","060901",60
"061201","061205",54
"061201","061206",37
"061201","066301",138
"061201","146501",12
"061202","060701",61
"061202","061205",71
"061202","066301",43
"061203","060801",28
"061203","061205",98
"061203","061206",46
"061203","061207",17
"061203","061401",57
"061203","061404",45
"061203","061410",21
"061203","066301",82
"061203","146501",11
"061204","061205",62
"061204","061207",13
"061204","066301",44
"061205","060701",12
"061205","060801",15
"061205","061201",27
"061205","061202",25
"061205","061203",32
"061205","061204",66
"061205","061205",339
"061205","061206",120
"061205","061207",11
"061205","061401",12
"061205","066301",217
"061205","146501",51
"061205","246901",13
"061206","060801",53
"061206","060901",80
"061206","061201",40
"061206","061203",33
"061206","061205",206
"061206","061206",209
"061206","061401",13
"061206","061408",22
"061206","061410",11
"061206","066301",296
"061206","146501",50
"061207","061204",13
"061207","061205",23
"061207","061401",39
"061207","061404",17
"061207","066301",45
"061301","061304",122
"061301","061501",11
"061301","066301",42
"061301","146501",27
"061301","241005",17
"061302","060118",10
"061302","060801",10
"061302","061304",90
"061302","066301",26
"061302","146501",29
"061303","061304",110
"061303","061501",25
"061303","066301",29
"061303","146501",17
"061304","061301",21
"061304","061302",25
"061304","061303",30
"061304","061304",345
"061304","061306",26
"061304","061501",38
"061304","066301",122
"061304","146501",41
"061305","061304",12
"061306","060801",32
"061306","061003",18
"061306","061303",12
"061306","061304",204
"061306","061501",20
"061306","061508",12
"061306","066301",83
"061306","146501",16
"061307","061003",23
"061307","061005",46
"061307","061304",38
"061307","066301",39
"061307","146501",10
"061401","026401",10
"061401","060904",17
"061401","061203",11
"061401","061206",15
"061401","061207",10
"061401","061402",10
"061401","061403",69
"061401","061404",113
"061401","061405",126
"061401","061406",31
"061401","061407",13
"061401","061408",44
"061401","061409",179
"061401","061410",44
"061401","061411",42
"061401","061601",105
"061401","061604",26
"061401","066301",361
"061401","126101",13
"061401","126301",11
"061401","140703",16
"061401","146501",168
"061401","306401",10
"061402","061401",153
"061402","061409",11
"061402","061411",19
"061402","061604",18
"061402","066301",35
"061402","146501",23
"061403","061401",279
"061403","061409",39
"061403","066301",55
"061403","146501",15
"061404","061401",281
"061404","061404",64
"061404","061408",15
"061404","061410",50
"061404","066301",61
"061404","146501",28
"061405","061401",643
"061405","061404",15
"061405","061406",29
"061405","061409",19
"061405","061410",18
"061405","066301",154
"061405","146501",55
"061406","060808",12
"061406","060904",20
"061406","061401",227
"061406","061405",21
"061406","061407",34
"061406","061408",42
"061406","061410",42
"061406","066301",180
"061406","126101",16
"061406","146501",45
"061407","060904",31
"061407","060907",13
"061407","061401",60
"061407","061406",34
"061407","061408",11
"061407","066301",79
"061407","146501",19
"061408","060904",19
"061408","060907",11
"061408","060913",10
"061408","061401",57
"061408","061407",10
"061408","061408",270
"061408","061410",102
"061408","066301",331
"061408","146501",96
"061409","061401",965
"061409","061403",29
"061409","061404",18
"061409","061405",15
"061409","061601",119
"061409","066301",182
"061409","146501",72
"061410","061401",65
"061410","061404",17
"061410","061406",15
"061410","061408",143
"061410","066301",130
"061410","146501",45
"061411","061401",461
"061411","061405",26
"061411","061409",13
"061411","061601",15
"061411","061604",44
"061411","066301",86
"061411","146501",55
"061501","060101",49
"061501","060806",10
"061501","061101",26
"061501","061304",11
"061501","061502",35
"061501","061504",25
"061501","061506",176
"061501","061507",25
"061501","061508",64
"061501","066301",85
"061501","146401",10
"061501","146501",107
"061502","060101",45
"061502","061101",13
"061502","061501",138
"061502","061506",13
"061502","061507",10
"061502","066301",51
"061502","146501",38
"061503","060101",29
"061503","060801",11
"061503","061501",139
"061503","061506",15
"061503","066301",63
"061503","146501",38
"061503","301504",18
"061504","060101",131
"061504","060110",55
"061504","061101",32
"061504","061109",65
"061504","061501",116
"061504","061506",28
"061504","066101",15
"061504","066301",82
"061504","146401",38
"061504","146501",41
"061504","301504",12
"061505","060101",11
"061505","061304",11
"061505","061501",30
"061505","066101",21
"061505","066301",22
"061505","146501",35
"061506","060101",179
"061506","061103",12
"061506","061501",442
"061506","061502",12
"061506","061504",14
"061506","061507",14
"061506","061508",23
"061506","066301",139
"061506","146501",71
"061506","301504",53
"061507","060101",30
"061507","061101",128
"061507","061105",13
"061507","061109",13
"061507","061501",81
"061507","061506",13
"061507","066301",58
"061507","146501",32
"061507","301504",13
"061508","060101",28
"061508","061303",10
"061508","061304",28
"061508","061501",160
"061508","061506",36
"061508","066301",51
"061508","146501",40
"061508","301504",24
"061601","061401",68
"061601","061604",134
"061601","061605",53
"061601","061606",10
"061601","066301",211
"061601","126101",14
"061601","140301",11
"061601","140307",17
"061601","140703",10
"061601","140707",13
"061601","146501",197
"061602","061601",10
"061602","061604",138
"061602","066301",72
"061602","140301",22
"061602","140312",11
"061602","140314",42
"061602","141708",15
"061602","146501",93
"061603","061401",12
"061603","061601",29
"061603","061604",104
"061603","061606",10
"061603","066301",51
"061603","146501",38
"061604","022305",13
"061604","061401",50
"061604","061601",317
"061604","061602",61
"061604","061603",10
"061604","061604",554
"061604","061605",10
"061604","061606",35
"061604","066301",452
"061604","126101",11
"061604","140301",58
"061604","140312",11
"061604","146501",228
"061605","061401",17
"061605","061601",154
"061605","061604",61
"061605","066301",186
"061605","140301",10
"061605","140307",22
"061605","146501",113
"061606","060804",10
"061606","061401",14
"061606","061601",25
"061606","061603",11
"061606","061604",95
"061606","066301",50
"061606","140311",11
"061606","146501",20
"061701","026401",21
"061701","060601",12
"061701","060801",11
"061701","060905",44
"061701","060907",32
"061701","060908",12
"061701","060911",24
"061701","060914",29
"061701","061003",15
"061701","061004",14
"061701","061005",62
"061701","061401",10
"061701","061702",131
"061701","061703",43
"061701","061705",33
"061701","066301",2496
"061701","066401",12
"061701","126101",15
"061701","146501",205
"061701","186301",25
"061701","306401",15
"061702","061003",12
"061702","061004",10
"061702","061005",32
"061702","061701",457
"061702","061703",23
"061702","061705",11
"061702","066301",572
"061702","146501",41
"061703","060905",18
"061703","061005",35
"061703","061701",212
"061703","061702",40
"061703","061703",197
"061703","061705",23
"061703","066301",516
"061703","146501",28
"061704","061701",38
"061704","061703",21
"061704","066301",123
"061705","061003",35
"061705","061004",44
"061705","061005",97
"061705","061701",154
"061705","061702",23
"061705","061703",25
"061705","066301",442
"061705","146501",23
"061801","061802",42
"061801","061803",23
"061801","061805",50
"061801","061807",11
"061801","061808",14
"061801","061809",38
"061801","061811",131
"061801","062004",15
"061801","066301",80
"061801","066401",54
"061801","146501",50
"061802","061801",100
"061802","061805",22
"061802","061811",22
"061802","066301",29
"061803","061801",111
"061804","061801",85
"061804","066301",23
"061804","066401",64
"061805","061801",93
"061805","061805",81
"061805","061811",13
"061805","066301",23
"061805","146501",16
"061806","061801",92
"061806","061806",196
"061806","061810",12
"061806","066301",12
"061807","061801",147
"061807","061806",39
"061807","061812",16
"061807","066301",25
"061807","066401",19
"061807","146501",11
"061808","060207",41
"061808","061801",240
"061808","061811",25
"061808","062015",11
"061808","066301",49
"061808","066401",19
"061808","146501",11
"061809","061801",154
"061809","061811",22
"061809","066301",25
"061809","066401",30
"061810","061801",34
"061810","061806",37
"061810","066301",14
"061810","146501",10
"061811","061801",761
"061811","061803",11
"061811","061805",18
"061811","061808",10
"061811","061809",17
"061811","066301",78
"061811","066401",40
"061811","146501",26
"061811","201301",12
"061812","061801",31
"061812","061806",21
"061812","061812",87
"061812","066301",13
"061812","066401",16
"061812","146501",10
"061813","061801",35
"061813","061806",24
"061813","066301",19
"061901","061304",13
"061901","061906",180
"061901","061908",33
"061901","066201",18
"061901","066301",66
"061901","066401",22
"061901","146501",41
"061902","061901",55
"061902","061906",14
"061902","066301",14
"061903","061005",25
"061903","061304",113
"061903","061901",27
"061903","066301",17
"061904","061003",12
"061904","061005",18
"061904","061304",10
"061904","061901",31
"061904","066301",17
"061905","061001",15
"061905","061003",69
"061905","061005",133
"061905","061901",17
"061905","061903",10
"061905","066301",46
"061906","061901",363
"061906","066301",74
"061906","066401",10
"061906","146501",14
"061907","061304",34
"061907","061901",24
"061907","066201",27
"061907","066301",30
"061907","146501",12
"061908","061901",106
"061908","061906",25
"061908","066301",17
"062001","062004",96
"062001","062014",33
"062001","062015",27
"062001","066301",33
"062001","066401",123
"062001","146501",11
"062002","066301",12
"062002","066401",54
"062003","061801",10
"062003","062014",17
"062003","066301",30
"062003","066401",121
"062003","146501",13
"062004","060207",10
"062004","061801",25
"062004","062001",88
"062004","062004",179
"062004","062015",39
"062004","066301",25
"062004","066401",115
"062004","146501",10
"062005","060601",10
"062005","061801",12
"062005","062009",11
"062005","062014",55
"062005","066301",66
"062005","066401",336
"062005","146501",28
"062006","062014",20
"062006","066301",40
"062006","066401",171
"062006","146501",21
"062007","062014",48
"062007","062015",12
"062007","066301",61
"062007","066401",130
"062007","146501",11
"062008","060201",53
"062008","062013",13
"062008","062015",67
"062008","066301",82
"062008","066401",31
"062008","146501",14
"062009","060203",13
"062009","062010",13
"062009","062014",62
"062009","066301",77
"062009","066401",309
"062009","146501",31
"062010","062014",24
"062010","066301",29
"062010","066401",121
"062010","146501",16
"062011","060601",17
"062011","062010",16
"062011","062014",35
"062011","066301",55
"062011","066401",247
"062011","146501",17
"062012","060201",17
"062012","062008",18
"062012","062013",64
"062012","062014",15
"062012","062015",41
"062012","066301",28
"062012","066401",54
"062013","060201",18
"062013","062012",19
"062013","062013",190
"062013","062014",98
"062013","062015",184
"062013","066301",127
"062013","066401",367
"062013","146501",33
"062014","026401",12
"062014","046301",10
"062014","060201",24
"062014","060203",40
"062014","060601",34
"062014","061801",21
"062014","062001",20
"062014","062005",25
"062014","062009",23
"062014","062010",45
"062014","062011",21
"062014","062013",52
"062014","062015",59
"062014","066301",312
"062014","066401",1600
"062014","126101",20
"062014","146501",99
"062014","306401",10
"062015","060201",47
"062015","062013",54
"062015","062015",255
"062015","066301",55
"062015","066401",92
"062015","146501",14
"066101","026401",10
"066101","060101",60
"066101","060102",21
"066101","060103",291
"066101","060105",36
"066101","060107",64
"066101","060108",30
"066101","060109",38
"066101","060110",14
"066101","060111",43
"066101","060112",24
"066101","060113",13
"066101","060116",98
"066101","060119",49
"066101","060401",13
"066101","061101",15
"066101","061405",19
"066101","061501",17
"066101","061505",14
"066101","061601",11
"066101","066301",293
"066101","141002",13
"066101","141201",18
"066101","146401",50
"066101","146501",239
"066101","182004",11
"066201","026401",17
"066201","060116",11
"066201","060301",22
"066201","060302",17
"066201","060303",301
"066201","060304",105
"066201","060305",13
"066201","060306",34
"066201","060307",13
"066201","060309",30
"066201","060310",17
"066201","060311",14
"066201","060312",28
"066201","060313",12
"066201","060314",13
"066201","060601",52
"066201","060610",10
"066201","061003",43
"066201","061005",147
"066201","061701",18
"066201","066301",505
"066201","066401",18
"066201","121016",13
"066201","146501",161
"066201","246901",10
"066201","302107",11
"066301","026401",73
"066301","046301",19
"066301","060101",19
"066301","060201",36
"066301","060601",66
"066301","060602",10
"066301","060701",65
"066301","060709",12
"066301","060801",181
"066301","060805",11
"066301","060807",27
"066301","060901",132
"066301","060903",49
"066301","060904",77
"066301","060905",193
"066301","060906",18
"066301","060907",357
"066301","060908",322
"066301","060909",14
"066301","060910",140
"066301","060911",368
"066301","060912",81
"066301","060913",15
"066301","060914",259
"066301","061001",15
"066301","061002",17
"066301","061003",182
"066301","061004",22
"066301","061005",450
"066301","061006",30
"066301","061101",15
"066301","061201",16
"066301","061205",37
"066301","061206",34
"066301","061304",15
"066301","061401",105
"066301","061404",21
"066301","061405",23
"066301","061406",15
"066301","061407",14
"066301","061408",116
"066301","061410",40
"066301","061501",27
"066301","061601",48
"066301","061604",14
"066301","061701",830
"066301","061702",146
"066301","061703",105
"066301","061705",42
"066301","061901",14
"066301","066101",14
"066301","066201",60
"066301","066401",63
"066301","106101",32
"066301","120616",20
"066301","121809",10
"066301","126101",88
"066301","126301",23
"066301","140802",38
"066301","141803",13
"066301","141804",15
"066301","142102",23
"066301","142105",12
"066301","142106",13
"066301","142608",14
"066301","143206",11
"066301","146301",18
"066301","146501",1078
"066301","166101",10
"066301","181613",11
"066301","181701",15
"066301","186301",21
"066301","220301",37
"066301","226101",33
"066301","226201",11
"066301","240804",11
"066301","246601",12
"066301","246901",28
"066301","247701",10
"066301","247801",12
"066301","266101",21
"066301","302107",24
"066301","302108",38
"066301","302117",15
"066301","306401",29
"066401","026401",16
"066401","046301",13
"066401","060201",26
"066401","060401",10
"066401","060601",59
"066401","060604",25
"066401","061405",17
"066401","061801",45
"066401","062001",21
"066401","062003",14
"066401","062004",33
"066401","062005",61
"066401","062006",32
"066401","062007",27
"066401","062008",11
"066401","062009",59
"066401","062010",27
"066401","062011",24
"066401","062013",62
"066401","062014",360
"066401","062015",79
"066401","066301",291
"066401","126101",23
"066401","146501",158
"066401","186301",13
"066401","240301",11
"080101","080107",44
"080101","080502",28
"080101","080504",17
"080101","080505",42
"080101","080703",10
"080101","086101",54
"080101","086201",72
"080101","306401",15
"080101","321002",14
"080101","321003",38
"080101","326201",13
"080102","080101",28
"080102","080103",18
"080102","080104",10
"080102","080105",20
"080102","080106",12
"080102","080107",45
"080102","086101",554
"080102","086201",89
"080102","306401",21
"080103","080101",14
"080103","080104",15
"080103","080105",10
"080103","080106",20
"080103","080107",15
"080103","086101",790
"080103","086201",114
"080103","146501",18
"080103","306401",20
"080104","080101",20
"080104","080102",13
"080104","080103",14
"080104","080106",20
"080104","086101",754
"080104","086201",88
"080104","146501",24
"080104","306401",25
"080104","326201",10
"080105","080101",13
"080105","080102",12
"080105","080106",10
"080105","080107",11
"080105","086101",511
"080105","086201",62
"080105","146501",16
"080105","306401",23
"080105","320402",20
"080105","321004",11
"080106","080101",12
"080106","080103",31
"080106","080104",18
"080106","080604",11
"080106","086101",632
"080106","086201",80
"080106","146501",17
"080106","306401",28
"080107","080101",385
"080107","080102",12
"080107","080107",320
"080107","086101",290
"080107","086201",84
"080107","306401",29
"080201","026401",25
"080201","080205",178
"080201","080206",150
"080201","080504",14
"080201","081102",15
"080201","086201",113
"080201","146501",10
"080201","306401",17
"080202","026401",23
"080202","046401",10
"080202","080201",18
"080202","080204",23
"080202","080205",14
"080202","080206",173
"080202","086201",66
"080203","026401",13
"080203","046401",28
"080203","080206",76
"080203","086201",107
"080204","026401",14
"080204","080202",27
"080204","080206",161
"080204","080903",12
"080204","086201",288
"080205","080201",647
"080205","080206",50
"080205","081103",10
"080205","086201",84
"080206","026401",88
"080206","046401",26
"080206","080201",127
"080206","080202",30
"080206","080203",31
"080206","080204",146
"080206","080205",43
"080206","080206",583
"080206","080207",31
"080206","080501",13
"080206","080803",10
"080206","080805",57
"080206","086201",394
"080206","146501",16
"080206","306401",30
"080207","026401",17
"080207","080204",12
"080207","080206",196
"080207","080501",25
"080207","086201",57
"080301","026401",13
"080301","080302",178
"080301","080305",96
"080301","080704",72
"080301","086101",40
"080301","086201",35
"080301","306401",34
"080302","080302",636
"080302","080303",60
"080302","080304",39
"080302","080305",20
"080302","080306",82
"080302","080704",135
"080302","080805",191
"080302","086101",85
"080302","086201",144
"080302","106101",19
"080302","146501",38
"080302","306401",101
"080303","080302",103
"080303","080304",42
"080303","080305",107
"080303","086101",25
"080303","086201",39
"080303","301403",37
"080303","301903",14
"080303","306401",23
"080304","080302",143
"080304","080303",20
"080304","086201",18
"080304","301403",46
"080304","306401",23
"080305","026401",10
"080305","080103",35
"080305","080106",34
"080305","080301",13
"080305","080302",71
"080305","080303",54
"080305","080305",95
"080305","080704",48
"080305","080805",10
"080305","086101",183
"080305","086201",84
"080305","146501",13
"080305","301403",17
"080305","306401",35
"080306","080302",142
"080306","080306",84
"080306","080805",86
"080306","080806",100
"080306","086201",47
"080306","126101",20
"080306","301504",66
"080306","301506",26
"080306","306401",71
"080401","020301",45
"080401","021101",13
"080401","021604",65
"080401","026401",60
"080401","080402",38
"080401","080403",10
"080401","080404",110
"080401","080405",166
"080401","080406",31
"080401","080407",139
"080401","080408",24
"080401","080903",22
"080401","080906",12
"080401","081102",13
"080401","086101",16
"080401","086201",707
"080401","146501",49
"080401","306401",32
"080402","020301",104
"080402","021101",18
"080402","021604",22
"080402","026401",11
"080402","080401",233
"080402","080402",60
"080402","086201",71
"080403","080401",54
"080403","080405",58
"080403","080902",13
"080403","080904",36
"080403","080908",11
"080403","081201",60
"080403","086201",27
"080403","302902",28
"080403","302903",60
"080403","306401",11
"080404","021604",42
"080404","026401",19
"080404","080401",561
"080404","080404",280
"080404","080405",130
"080404","080407",14
"080404","081102",10
"080404","086201",441
"080404","146501",10
"080404","306401",11
"080405","026401",20
"080405","080401",515
"080405","080404",44
"080405","080407",18
"080405","080408",17
"080405","081201",30
"080405","086201",150
"080405","302903",12
"080406","020301",11
"080406","021604",19
"080406","080401",202
"080406","080402",34
"080406","080404",42
"080406","080405",12
"080406","080406",62
"080406","081007",22
"080406","086201",66
"080407","020301",10
"080407","026401",14
"080407","080401",453
"080407","080404",11
"080407","080405",25
"080407","086201",345
"080407","146501",12
"080407","306401",12
"080408","020301",28
"080408","080401",184
"080408","080405",32
"080408","086201",65
"080501","080206",10
"080501","080501",187
"080501","080504",78
"080501","080505",204
"080501","086201",101
"080501","146501",18
"080502","080101",261
"080502","080503",16
"080502","080504",29
"080502","080505",92
"080502","086101",17
"080502","086201",34
"080502","306401",10
"080503","080101",35
"080503","080503",137
"080503","080504",123
"080503","080505",69
"080503","080704",73
"080503","086101",12
"080503","086201",37
"080503","306401",13
"080504","080101",46
"080504","080503",39
"080504","080504",214
"080504","080505",275
"080504","080704",12
"080504","080705",20
"080504","080805",19
"080504","086101",28
"080504","086201",101
"080504","306401",47
"080505","080101",32
"080505","080503",10
"080505","080504",69
"080505","080505",381
"080505","080704",18
"080505","086101",10
"080505","086201",57
"080505","306401",14
"080601","080601",166
"080601","080603",11
"080601","080604",54
"080601","086101",82
"080601","086201",29
"080601","306401",13
"080601","326201",12
"080602","026401",10
"080602","080106",12
"080602","080602",461
"080602","080603",52
"080602","080604",83
"080602","086101",136
"080602","086201",113
"080602","146501",26
"080602","300204",13
"080602","300208",11
"080602","306401",42
"080603","080602",89
"080603","080604",105
"080603","080605",26
"080603","086101",78
"080603","086201",34
"080604","080601",16
"080604","080602",14
"080604","080603",38
"080604","080604",585
"080604","080605",56
"080604","086101",509
"080604","086201",90
"080604","146501",23
"080604","301901",51
"080604","321001",11
"080605","080104",14
"080605","080106",14
"080605","080602",36
"080605","080603",32
"080605","080604",135
"080605","086101",130
"080605","086201",54
"080701","080101",55
"080701","080103",15
"080701","080703",11
"080701","080704",63
"080701","086101",127
"080701","086201",42
"080702","026401",29
"080702","080702",29
"080702","080704",222
"080702","086101",31
"080702","086201",10
"080703","080101",213
"080703","080504",12
"080703","080505",12
"080703","080701",26
"080703","080704",11
"080703","086101",31
"080703","086201",27
"080704","026401",51
"080704","080302",41
"080704","080503",22
"080704","080504",10
"080704","080505",11
"080704","080701",23
"080704","080702",10
"080704","080704",727
"080704","080705",13
"080704","080802",12
"080704","080805",40
"080704","086101",70
"080704","086201",76
"080704","226101",14
"080704","306401",38
"080705","022502",16
"080705","080504",128
"080705","080505",36
"080705","080704",206
"080705","080705",121
"080705","080802",12
"080705","080805",10
"080705","086201",163
"080705","306401",39
"080801","022502",44
"080801","080802",24
"080801","080803",21
"080801","080805",416
"080801","086201",40
"080801","146501",12
"080801","306401",25
"080802","022502",45
"080802","080304",10
"080802","080704",19
"080802","080801",64
"080802","080803",16
"080802","080805",218
"080802","086201",50
"080802","306401",17
"080803","080801",20
"080803","080805",306
"080803","080906",43
"080803","086201",81
"080803","306401",18
"080804","080302",10
"080804","080306",24
"080804","080803",13
"080804","080805",380
"080804","080806",78
"080804","086201",46
"080804","306401",29
"080805","022502",24
"080805","026401",19
"080805","080302",64
"080805","080504",10
"080805","080801",141
"080805","080802",50
"080805","080803",182
"080805","080804",80
"080805","080805",1143
"080805","080806",33
"080805","080906",96
"080805","086101",23
"080805","086201",271
"080805","146501",46
"080805","300505",11
"080805","302116",12
"080805","306401",88
"080806","021101",14
"080806","080306",147
"080806","080805",44
"080806","080806",592
"080806","080901",13
"080806","086201",218
"080806","146501",17
"080806","301504",67
"080806","301506",91
"080806","302902",15
"080806","306401",132
"080901","080805",11
"080901","080806",113
"080901","080901",246
"080901","080904",44
"080901","080906",72
"080901","086201",114
"080901","302902",34
"080902","020304",21
"080902","080904",95
"080902","080906",92
"080902","080908",110
"080902","086201",126
"080903","026401",30
"080903","080206",24
"080903","080903",145
"080903","080906",25
"080903","086201",1055
"080903","146501",31
"080903","246901",10
"080903","306401",19
"080904","080901",39
"080904","080904",193
"080904","080906",94
"080904","080908",16
"080904","086201",62
"080904","302902",97
"080904","302903",46
"080904","306401",14
"080905","026401",23
"080905","080206",11
"080905","080905",167
"080905","080906",10
"080905","080907",59
"080905","081102",61
"080905","081106",12
"080905","081110",13
"080905","086201",696
"080906","026401",30
"080906","080206",31
"080906","080803",42
"080906","080805",248
"080906","080901",118
"080906","080902",25
"080906","080903",16
"080906","080904",220
"080906","080906",1015
"080906","080908",101
"080906","080909",22
"080906","086101",10
"080906","086201",982
"080906","146501",55
"080906","302902",35
"080906","306401",69
"080907","026401",14
"080907","080906",11
"080907","081102",18
"080907","086201",791
"080907","146501",14
"080907","306401",20
"080908","080805",20
"080908","080902",16
"080908","080904",83
"080908","080906",207
"080908","086201",74
"080909","080401",10
"080909","080906",28
"080909","086201",513
"080909","146501",15
"081001","026401",15
"081001","081002",24
"081001","081004",35
"081001","081102",16
"081001","086201",25
"081002","020105",212
"081002","026401",67
"081002","080401",11
"081002","080903",14
"081002","080905",10
"081002","081003",28
"081002","081004",65
"081002","081007",64
"081002","081008",10
"081002","081009",76
"081002","081102",479
"081002","081110",33
"081002","086201",276
"081002","146501",27
"081002","226101",13
"081002","246901",19
"081002","306401",14
"081003","080404",18
"081003","080905",11
"081003","081002",112
"081003","081007",10
"081003","081009",10
"081003","081102",26
"081003","086201",198
"081004","020105",27
"081004","026401",13
"081004","081002",105
"081004","081004",169
"081004","081008",24
"081004","081102",203
"081004","081110",24
"081004","086201",110
"081005","020105",36
"081005","081002",67
"081005","081005",25
"081005","081007",197
"081005","081102",13
"081005","086201",61
"081005","301305",27
"081006","020301",24
"081006","021101",16
"081006","021604",104
"081006","021605",13
"081006","026401",13
"081006","080401",45
"081006","080402",11
"081006","081002",11
"081006","081007",93
"081006","086201",38
"081007","020101",11
"081007","020105",43
"081007","020301",11
"081007","021604",63
"081007","026401",56
"081007","080401",191
"081007","080404",16
"081007","080406",21
"081007","081002",154
"081007","081005",23
"081007","081006",69
"081007","081007",572
"081007","081102",97
"081007","086201",178
"081007","121801",48
"081007","146501",13
"081008","081002",24
"081008","081004",33
"081008","081102",76
"081008","081110",11
"081008","086201",32
"081009","020105",114
"081009","026401",21
"081009","080404",10
"081009","081002",388
"081009","081003",13
"081009","081004",22
"081009","081007",29
"081009","081102",115
"081009","086201",122
"081009","146501",13
"081009","301305",10
"081101","081102",30
"081101","081108",10
"081102","020105",99
"081102","026401",83
"081102","080504",17
"081102","080903",16
"081102","080905",13
"081102","081002",93
"081102","081004",13
"081102","081007",13
"081102","081008",13
"081102","081101",29
"081102","081104",31
"081102","081105",46
"081102","081106",48
"081102","081107",11
"081102","081108",29
"081102","081110",257
"081102","086201",209
"081102","146501",33
"081102","306401",14
"081103","026401",13
"081103","080201",26
"081103","080205",53
"081103","081102",61
"081103","081104",22
"081103","081106",70
"081103","086201",34
"081104","026401",55
"081104","081102",144
"081104","081104",143
"081104","081106",226
"081104","086201",77
"081105","081102",272
"081105","081108",16
"081105","081110",67
"081105","086201",51
"081106","026401",96
"081106","080201",29
"081106","080205",18
"081106","080504",15
"081106","080905",18
"081106","081002",11
"081106","081102",243
"081106","081103",17
"081106","081104",305
"081106","081106",383
"081106","086201",201
"081107","026401",69
"081107","081001",16
"081107","081008",13
"081107","081102",136
"081107","081110",20
"081107","086201",29
"081107","246601",12
"081108","026401",30
"081108","081004",10
"081108","081101",55
"081108","081102",164
"081108","081105",11
"081108","081109",42
"081108","081110",18
"081108","086201",85
"081108","126101",17
"081109","026401",19
"081109","081102",46
"081109","081104",34
"081109","081106",30
"081109","081108",27
"081109","081110",12
"081109","086201",39
"081109","126101",12
"081110","020105",16
"081110","022201",21
"081110","026401",48
"081110","080905",14
"081110","081002",29
"081110","081102",1416
"081110","081105",18
"081110","086101",13
"081110","086201",184
"081110","306401",15
"081201","020301",102
"081201","021101",21
"081201","021604",43
"081201","022003",58
"081201","080401",15
"081201","081201",660
"081201","081203",77
"081201","086201",86
"081201","301306",33
"081201","302901",60
"081201","302902",20
"081201","302903",24
"081201","306301",12
"081202","020301",175
"081202","020302",16
"081202","021101",46
"081202","021604",72
"081202","026401",15
"081202","081201",92
"081202","081202",69
"081202","081203",156
"081202","086201",30
"081202","301307",10
"081202","306301",22
"081203","020301",116
"081203","021101",27
"081203","021604",42
"081203","026401",33
"081203","081201",168
"081203","081202",33
"081203","081203",573
"081203","086201",106
"081203","146501",32
"081203","301302",33
"081203","301305",43
"081203","301306",12
"081203","301307",69
"081203","302901",16
"081203","306301",284
"081203","306401",28
"086101","026401",59
"086101","080101",153
"086101","080102",105
"086101","080103",278
"086101","080104",211
"086101","080105",108
"086101","080106",356
"086101","080107",93
"086101","080302",38
"086101","080303",21
